Nobel Prize for literature|1950|Bertrand Russell|Male|United Kingdom|1872
Nobel Prize for chemistry|1930|Hans Fischer|Male|Germany|1881
Nobel Prize for physics|1969|Murray Gell-Mann|Male|United States|1929
Nobel Prize for medicine|1968|H. Gobind Khorana|Male|United States|1922
Nobel Prize for peace|2018|Denis Mukwege|Male|Congo, Democratic Republic|1955
Nobel Prize for medicine|2018|James P. Allison|Male|United States|1948
ACM Turing Award|2002|Adi Shamir|Male|Israel|1952
Nobel Prize for physics|1987|K. Alex Müller|Male|Switzerland|1927
Nobel Prize for chemistry|1976|William Lipscomb|Male|United States|1919
Nobel Prize for chemistry|1950|Otto Diels|Male|Germany|1876
Nobel Prize for medicine|2017|Michael Rosbash|Male|United States|1944
Nobel Prize for physics|1937|George Paget Thomson|Male|United Kingdom|1892
Nobel Prize for chemistry|1990|Elias James Corey|Male|United States|1928
Nobel Prize for medicine|2013|Randy W. Schekman|Male|United States|1948
Nobel Prize for physics|2008|Makoto Kobayashi|Male|Japan|1944
Nobel Prize for economics|2004|Finn E. Kydland|Male|Norway|1943
Fields Medal|2022|Hugo Duminil-Copin|Male|France|1985
Nobel Prize for economics|2007|Leonid Hurwicz|Male|Russia|1917
Nobel Prize for literature|1926|Grazia Deledda|Female|Italy|1871
Nobel Prize for medicine|1958|Edward Tatum|Male|United States|1909
Nobel Prize for peace|1903|Randal Cremer|Male|United Kingdom|1828
Nobel Prize for physics|1998|Robert B. Laughlin|Male|United States|1950
ACM Turing Award|1994|Edward Albert Feigenbaum|Male|United States|1936
Nobel Prize for medicine|1955|Hugo Theorell|Male|Sweden|1903
Nobel Prize for peace|1937|Robert Cecil|Male|United Kingdom|1864
Nobel Prize for chemistry|2009|Thomas A. Steitz|Male|United States|1940
Nobel Prize for chemistry|2021|Benjamin List|Male|Germany|1968
Fields Medal|1974|David Bryant Mumford|Male|United States|1937
Nobel Prize for medicine|1970|Sir Bernard Katz|Male|United Kingdom|1911
Nobel Prize for economics|2002|Daniel Kahneman|Male|United States|1934
Nobel Prize for peace|1980|Adolfo Pérez Esquivel|Male|Argentina|1931
Nobel Prize for physics|1915|Lawrence Bragg|Male|United Kingdom|1890
Nobel Prize for chemistry|2021|David W.C. MacMillan|Male|United Kingdom|1968
Nobel Prize for medicine|1950|Edward C. Kendall|Male|United States|1886
Nobel Prize for chemistry|1907|Eduard Buchner|Male|Germany|1860
Nobel Prize for physics|1936|Carl D. Anderson|Male|United States|1905
Nobel Prize for chemistry|1957|Lord Todd |Male|United Kingdom|1907
Nobel Prize for literature|1945|Gabriela Mistral|Female|Chile|1889
Nobel Prize for economics|1986|James M. Buchanan Jr.|Male|United States|1919
Nobel Prize for medicine|1977|Rosalyn Yalow|Female|United States|1921
Nobel Prize for medicine|1924|Willem Einthoven|Male|Netherlands|1860
Nobel Prize for medicine|2014|May-Britt Moser|Female|Norway|1963
Fields Medal|1966|Paul Joseph Cohen|Male|United States|1934
Nobel Prize for literature|1936|Eugene O'Neill|Male|United States|1888
Fields Medal|1958|René Thom|Male|France|1923
Nobel Prize for peace|1973|Henry Kissinger|Male|United States|1923
Nobel Prize for physics|1926|Jean Baptiste Perrin|Male|France|1870
Nobel Prize for peace|1996|Carlos Filipe Ximenes Belo|Male|Timor Leste|1948
Nobel Prize for economics|1994|John F. Nash Jr.|Male|United States|1928
Fields Medal|2018|Peter Scholze|Male|Germany|1987
Nobel Prize for physics|1958|Il´ja M. Frank|Male|Soviet Union|1908
Nobel Prize for peace|1959|Philip Noel-Baker|Male|United Kingdom|1889
Nobel Prize for chemistry|1947|Sir Robert Robinson|Male|United Kingdom|1886
Nobel Prize for literature|2012|Mo Yan|Male|China|1955
Nobel Prize for literature|1903|Bjørnstjerne Bjørnson|Male|Norway|1832
Nobel Prize for chemistry|1963|Giulio Natta|Male|Italy|1903
Nobel Prize for literature|1968|Yasunari Kawabata|Male|Japan|1899
Nobel Prize for economics|2001|A. Michael Spence|Male|United States|1943
Nobel Prize for literature|2020|Louise GlÃ¼ck|Female|United States|1943
Nobel Prize for chemistry|1913|Alfred Werner|Male|Switzerland|1866
Nobel Prize for chemistry|1984|Bruce Merrifield|Male|United States|1921
Nobel Prize for literature|1981|Elias Canetti|Male|United Kingdom|1905
Nobel Prize for economics|1990|Harry M. Markowitz|Male|United States|1927
Nobel Prize for chemistry|2013|Michael Levitt|Male|United States|1947
Nobel Prize for chemistry|1926|The Svedberg|Male|Sweden|1884
Nobel Prize for chemistry|1943|George de Hevesy|Male|Hungary|1885
Nobel Prize for physics|1994|Bertram N. Brockhouse|Male|Canada|1918
Nobel Prize for physics|2020|Andrea Ghez|Female|United States|1965
Nobel Prize for literature|1952|François Mauriac|Male|France|1885
Nobel Prize for physics|1971|Dennis Gabor|Male|United Kingdom|1900
ACM Turing Award|1972|Edsger Wybe Dijkstra|Male|Netherlands|1930
Nobel Prize for peace|1908|Fredrik Bajer|Male|Denmark|1837
Nobel Prize for physics|1951|Ernest T.S. Walton|Male|Ireland|1903
Nobel Prize for literature|2003|J.M. Coetzee|Male|South Africa|1940
Nobel Prize for medicine|1988|Sir James W. Black|Male|United Kingdom|1924
Nobel Prize for medicine|1926|Johannes Fibiger|Male|Denmark|1867
Nobel Prize for peace|1971|Willy Brandt|Male|Germany|1913
Nobel Prize for medicine|2021|David Julius|Male|United States|1955
Nobel Prize for chemistry|1977|Ilya Prigogine|Male|Belgium|1917
Nobel Prize for chemistry|1958|Frederick Sanger|Male|United Kingdom|1918
Nobel Prize for literature|1925|George Bernard Shaw|Male|Ireland|1856
Nobel Prize for economics|1972|John R. Hicks|Male|United Kingdom|1904
Fields Medal|2010|Cédric Villani|Male|France|1973
Nobel Prize for medicine|1979|Allan M. Cormack|Male|United States|1924
Nobel Prize for medicine|1967|Ragnar Granit|Male|Sweden|1900
Nobel Prize for economics|1980|Lawrence R. Klein|Male|United States|1920
Nobel Prize for medicine|1914|Robert Bárány|Male|Austria|1876
Nobel Prize for medicine|2014|John O'Keefe|Male|United States|1939
Nobel Prize for physics|1976|Samuel C.C. Ting|Male|United States|1936
Nobel Prize for peace|2019|Abiy Ahmed Ali|Male|Ethiopia|1976
Nobel Prize for economics|1992|Gary S. Becker|Male|United States|1930
Nobel Prize for medicine|1905|Robert Koch|Male|Germany|1843
Nobel Prize for physics|1973|Brian D. Josephson|Male|United Kingdom|1940
Nobel Prize for economics|2009|Elinor Ostrom|Female|United States|1933
Nobel Prize for economics|2018|William Dawbney Nordhaus|Male|United States|1941
Nobel Prize for physics|2002|Raymond Davis Jr.|Male|United States|1914
Fields Medal|1970|John Griggs Thompson|Male|United States|1932
Nobel Prize for medicine|1939|Gerhard Domagk|Male|Germany|1895
Nobel Prize for physics|1907|Albert A. Michelson|Male|United States|1852
Nobel Prize for medicine|1951|Max Theiler|Male|South Africa|1899
Nobel Prize for economics|2007|Eric S. Maskin|Male|United States|1950
Nobel Prize for economics|2001|George A. Akerlof|Male|United States|1940
Nobel Prize for chemistry|1997|Jens C. Skou|Male|Denmark|1918
Nobel Prize for literature|2013|Alice Munro|Female|Canada|1931
Nobel Prize for medicine|1945|Sir Howard Florey|Male|Australia|1898
Nobel Prize for physics|2000|Zhores I. Alferov|Male|Russia|1930
Nobel Prize for medicine|2016|Yoshinori Ohsumi|Male|Japan|1945
Nobel Prize for physics|2005|John L. Hall|Male|United States|1934
ACM Turing Award|1989|William Morton Kahan|Male|Canada|1933
Nobel Prize for peace|1931|Nicholas Murray Butler|Male|United States|1862
Nobel Prize for chemistry|2017|Joachim Frank|Male|Germany|1940
Nobel Prize for medicine|2002|H. Robert Horvitz|Male|United States|1947
Nobel Prize for medicine|2008|Françoise Barré-Sinoussi|Female|France|1947
Nobel Prize for chemistry|1910|Otto Wallach|Male|Germany|1847
Nobel Prize for physics|1988|Melvin Schwartz|Male|United States|1932
Nobel Prize for physics|1965|Julian Schwinger|Male|United States|1918
Nobel Prize for economics|2013|Lars Peter Hansen|Male|United States|1952
Nobel Prize for chemistry|1937|Norman Haworth|Male|United Kingdom|1883
Fields Medal|2014|Maryam Mirzakhani|Female|Iran|1977
Nobel Prize for chemistry|2008|Martin Chalfie|Male|United States|1947
Nobel Prize for physics|1937|Clinton Davisson|Male|United States|1881
Nobel Prize for peace|1987|Oscar Arias Sánchez|Male|Costa Rica|1941
Nobel Prize for physics|2003|Vitaly L. Ginzburg|Male|Russia|1916
Nobel Prize for literature|1901|Sully Prudhomme|Male|France|1839
Nobel Prize for physics|2021|Klaus Hasselmann|Male|Germany|1931
Nobel Prize for medicine|1946|Hermann J. Muller|Male|United States|1890
Nobel Prize for economics|2021|Guido W. Imbens|Male|Netherlands|1963
Nobel Prize for peace|1909|Auguste Beernaert|Male|Belgium|1829
Nobel Prize for medicine|2002|John E. Sulston|Male|United Kingdom|1942
Nobel Prize for chemistry|1935|Frédéric Joliot|Male|France|1900
Nobel Prize for chemistry|1915|Richard Willstätter|Male|Germany|1872
Nobel Prize for medicine|2006|Craig C. Mello|Male|United States|1960
Nobel Prize for economics|1969|Jan Tinbergen|Male|Netherlands|1903
Nobel Prize for chemistry|1921|Frederick Soddy|Male|United Kingdom|1877
Nobel Prize for medicine|1907|Alphonse Laveran|Male|France|1845
Nobel Prize for physics|1972|John Bardeen|Male|United States|1908
Nobel Prize for literature|2007|Doris Lessing|Female|United Kingdom|1919
Nobel Prize for physics|1957|Chen Ning Yang|Male|China|1922
Nobel Prize for peace|1911|Alfred Fried|Male|Austria|1864
Nobel Prize for chemistry|1928|Adolf Windaus|Male|Germany|1876
Nobel Prize for physics|1955|Willis E. Lamb|Male|United States|1913
Nobel Prize for economics|2019|Michael Kremer|Male|United States|1964
Nobel Prize for literature|2019|Peter Handke|Male|Austria|1942
Nobel Prize for chemistry|1911|Marie Curie|Female|France|1867
Nobel Prize for medicine|2001|Leland H. Hartwell|Male|United States|1939
Nobel Prize for physics|1999|Gerardus 't Hooft|Male|Netherlands|1946
Fields Medal|1966|Alexander Grothendieck|Male|France|1928
Nobel Prize for physics|2014|Hiroshi Amano|Male|Japan|1960
Nobel Prize for physics|1924|Manne Siegbahn|Male|Sweden|1886
Nobel Prize for peace|1970|Norman Borlaug|Male|United States|1914
Nobel Prize for physics|1946|Percy W. Bridgman|Male|United States|1882
Nobel Prize for economics|1999|Robert A. Mundell|Male|Canada|1932
Nobel Prize for chemistry|1996|Robert F. Curl Jr.|Male|United States|1933
Nobel Prize for medicine|1973|Nikolaas Tinbergen|Male|United Kingdom|1907
Nobel Prize for literature|1902|Theodor Mommsen|Male|Germany|1817
ACM Turing Award|2020|Alfred Vaino Aho|Male|Canada|1941
Nobel Prize for peace|1986|Elie Wiesel|Male|United States|1928
Nobel Prize for physics|2019|Michel Mayor|Male|Switzerland|1942
Nobel Prize for chemistry|1962|John C. Kendrew|Male|United Kingdom|1917
Nobel Prize for physics|1978|Robert Woodrow Wilson|Male|United States|1936
Nobel Prize for medicine|1982|Sune K. Bergström|Male|Sweden|1916
Nobel Prize for peace|1976|Mairead Corrigan|Female|United Kingdom|1944
Nobel Prize for literature|1910|Paul Heyse|Male|Germany|1830
Nobel Prize for literature|1991|Nadine Gordimer|Female|South Africa|1923
Nobel Prize for physics|1997|William D. Phillips|Male|United States|1948
Nobel Prize for economics|2009|Oliver E. Williamson|Male|United States|1932
Nobel Prize for literature|1993|Toni Morrison|Female|United States|1931
Nobel Prize for medicine|2005|J. Robin Warren|Male|Australia|1937
Nobel Prize for peace|1946|Emily Greene Balch|Female|United States|1867
Nobel Prize for physics|2004|Frank Wilczek|Male|United States|1951
Nobel Prize for medicine|1975|Howard M. Temin|Male|United States|1934
Nobel Prize for physics|1975|Ben R. Mottelson|Male|Denmark|1926
Nobel Prize for physics|2011|Saul Perlmutter|Male|United States|1959
ACM Turing Award|2003|Alan Curtis Kay|Male|United States|1940
Nobel Prize for economics|2016|Bengt Holmström|Male|Finland|1949
Nobel Prize for physics|1958|Igor Y. Tamm|Male|Soviet Union|1895
Nobel Prize for economics|1973|Wassily Leontief|Male|United States|1906
Nobel Prize for medicine|1977|Andrew V. Schally|Male|United States|1926
Nobel Prize for economics|2005|Robert J. Aumann|Male|Israel|1930
Nobel Prize for physics|1935|James Chadwick|Male|United Kingdom|1891
ACM Turing Award|1969|Marvin Lee Minsky|Male|United States|1927
Nobel Prize for physics|1960|Donald A. Glaser|Male|United States|1926
Nobel Prize for economics|2018|Paul Michael Romer|Male|United States|1955
Nobel Prize for physics|1902|Pieter Zeeman|Male|Netherlands|1865
Nobel Prize for chemistry|1998|John Pople|Male|United Kingdom|1925
ACM Turing Award|2006|Frances E. "Fran" Allen|Female|United States|1933
Nobel Prize for medicine|1901|Emil von Behring|Male|Germany|1854
Nobel Prize for chemistry|1980|Frederick Sanger|Male|United Kingdom|1918
Nobel Prize for chemistry|1914|Theodore W. Richards|Male|United States|1868
Nobel Prize for economics|2006|Edmund S. Phelps|Male|United States|1933
Nobel Prize for literature|1967|Miguel Angel Asturias|Male|Guatemala|1899
Nobel Prize for chemistry|1995|Paul J. Crutzen|Male|Netherlands|1933
Nobel Prize for chemistry|1983|Henry Taube|Male|United States|1915
Nobel Prize for literature|1958|Boris Pasternak|Male|Soviet Union|1890
ACM Turing Award|1995|Manuel Blum|Male|Venezuela|1938
Nobel Prize for economics|1987|Robert M. Solow|Male|United States|1924
Fields Medal|1986|Gerd Faltings|Male|Germany|1954
Nobel Prize for medicine|1980|Baruj Benacerraf|Male|United States|1920
Nobel Prize for medicine|1965|André Lwoff|Male|France|1902
Nobel Prize for physics|1956|John Bardeen|Male|United States|1908
Nobel Prize for literature|2016|Bob Dylan|Male|United States|1941
Nobel Prize for economics|2015|Angus Deaton|Male|United Kingdom|1945
Nobel Prize for chemistry|2004|Irwin Rose|Male|United States|1926
ACM Turing Award|2005|Peter Naur|Male|Denmark|1928
Nobel Prize for literature|2015|Svetlana Alexievich|Female|Ukraine|1948
Nobel Prize for chemistry|2004|Aaron Ciechanover|Male|Israel|1947
Nobel Prize for chemistry|2011|Dan Shechtman|Male|Israel|1941
Nobel Prize for medicine|1937|Albert Szent-Györgyi|Male|Hungary|1893
Nobel Prize for physics|1977|Philip W. Anderson|Male|United States|1923
Nobel Prize for medicine|2020|Charles Moen Rice|Male|United States|1952
Nobel Prize for peace|1984|Desmond Tutu|Male|South Africa|1931
Nobel Prize for medicine|1981|Torsten N. Wiesel|Male|Sweden|1924
Fields Medal|1990|Vladimir Drinfeld|Male|Soviet Union|1954
Nobel Prize for medicine|1960|Peter Medawar|Male|United Kingdom|1915
Nobel Prize for physics|2014|Isamu Akasaki|Male|Japan|1929
Nobel Prize for economics|2002|Vernon L. Smith|Male|United States|1927
Nobel Prize for physics|1990|Jerome I. Friedman|Male|United States|1930
Nobel Prize for economics|1998|Amartya Sen|Male|India|1933
Nobel Prize for chemistry|1912|Paul Sabatier|Male|France|1854
ACM Turing Award|1993|Richard Edwin Stearns|Male|United States|1936
Fields Medal|1962|John Willard Milnor|Male|United States|1931
Nobel Prize for medicine|1929|Christiaan Eijkman|Male|Netherlands|1858
Nobel Prize for chemistry|2017|Richard Henderson|Male|United Kingdom|1945
Nobel Prize for peace|1993|F.W. de Klerk|Male|South Africa|1936
Nobel Prize for peace|1958|Georges Pire|Male|Belgium|1910
Nobel Prize for physics|1996|David M. Lee|Male|United States|1931
ACM Turing Award|1998|James Nicholas "Jim" Gray|Male|United States|1944
Nobel Prize for peace|1997|Jody Williams|Female|United States|1950
Nobel Prize for chemistry|2016|Jean-Pierre Sauvage|Male|France|1944
Nobel Prize for physics|1962|Lev Landau|Male|Soviet Union|1908
Nobel Prize for medicine|1995|Edward B. Lewis|Male|United States|1918
Nobel Prize for physics|2001|Carl E. Wieman|Male|United States|1951
Nobel Prize for medicine|1973|Karl Ritter von Frisch|Male|Austria|1886
Nobel Prize for literature|2000|Gao Xingjian|Male|France|1940
Nobel Prize for peace|1994|Yitzhak Rabin|Male|Israel|1922
Nobel Prize for literature|1985|Claude Simon|Male|France|1913
Nobel Prize for medicine|1969|Salvador E. Luria|Male|United States|1912
Nobel Prize for chemistry|1956|Nikolay Semenov|Male|Soviet Union|1896
Fields Medal|1954|Kunihiko Kodaira|Male|Japan|1915
Nobel Prize for economics|2014|Jean Tirole|Male|France|1953
Nobel Prize for medicine|1995|Eric F. Wieschaus|Male|United States|1947
ACM Turing Award|1991|Robin Milner|Male|United Kingdom|1934
Nobel Prize for chemistry|1946|James B. Sumner|Male|United States|1887
Nobel Prize for physics|1975|James Rainwater|Male|United States|1917
Nobel Prize for medicine|1957|Daniel Bovet|Male|Italy|1907
Fields Medal|2006|Wendelin Werner|Male|France|1968
ACM Turing Award|1985|Richard M. Karp|Male|United States|1935
Nobel Prize for medicine|1985|Joseph L. Goldstein|Male|United States|1940
Nobel Prize for medicine|2007|Sir Martin J. Evans|Male|United Kingdom|1941
Nobel Prize for literature|1917|Henrik Pontoppidan|Male|Denmark|1857
Nobel Prize for medicine|1968|Marshall W. Nirenberg|Male|United States|1927
Nobel Prize for physics|2019|Phillip James Edwin (Jim) Peebles|Male|Canada|1935
Nobel Prize for chemistry|1993|Kary B. Mullis|Male|United States|1944
Nobel Prize for economics|2010|Christopher A. Pissarides|Male|Cyprus|1948
Nobel Prize for chemistry|1988|Johann Deisenhofer|Male|Germany|1943
Nobel Prize for peace|1925|Sir Austen Chamberlain|Male|United Kingdom|1863
Nobel Prize for chemistry|1939|Leopold Ruzicka|Male|Switzerland|1887
Nobel Prize for chemistry|1949|William F. Giauque|Male|United States|1895
Nobel Prize for chemistry|2014|Stefan W. Hell|Male|Germany|1962
Nobel Prize for medicine|1985|Michael S. Brown|Male|United States|1941
Fields Medal|1986|Simon K Donaldson|Male|United Kingdom|1957
Fields Medal|1978|Daniel G. Quillen|Male|United States|1940
Nobel Prize for chemistry|1954|Linus Pauling|Male|United States|1901
Fields Medal|1936|Lars Valerian Ahlfors|Male|Finland|1907
Fields Medal|1990|Vaughan F.R. Jones|Male|New Zealand|1952
Nobel Prize for chemistry|1923|Fritz Pregl|Male|Austria|1869
Nobel Prize for physics|1912|Gustaf Dalén|Male|Sweden|1869
ACM Turing Award|2017|John Leroy Hennessy|Male|United States|1952
Nobel Prize for medicine|1956|Werner Forssmann|Male|Germany|1904
Nobel Prize for physics|1952|Felix Bloch|Male|United States|1905
Nobel Prize for peace|1913|Henri La Fontaine|Male|Belgium|1854
Nobel Prize for chemistry|1920|Walther Nernst|Male|Germany|1864
Nobel Prize for peace|1998|John Hume|Male|United Kingdom|1937
Nobel Prize for physics|1903|Henri Becquerel|Male|France|1852
Nobel Prize for medicine|1988|George H. Hitchings|Male|United States|1905
Nobel Prize for chemistry|1937|Paul Karrer|Male|Switzerland|1889
Nobel Prize for economics|1995|Robert E. Lucas Jr.|Male|United States|1937
Nobel Prize for chemistry|1969|Odd Hassel|Male|Norway|1897
Nobel Prize for physics|1986|Gerd Binnig|Male|Germany|1947
Nobel Prize for economics|2007|Roger B. Myerson|Male|United States|1951
Nobel Prize for physics|1932|Werner Heisenberg|Male|Germany|1901
Nobel Prize for physics|1997|Steven Chu|Male|United States|1948
Nobel Prize for literature|1916|Verner von Heidenstam|Male|Sweden|1859
Nobel Prize for physics|1970|Hannes Alfvén|Male|Sweden|1908
Nobel Prize for peace|2005|Mohamed ElBaradei|Male|Egypt|1942
Fields Medal|2022|Maryna Sergiivna Viazovska|Female|Ukraine|1984
Fields Medal|1994|Pierre-Louis Lions|Male|France|1956
Nobel Prize for peace|1982|Alfonso García Robles|Male|Mexico|1911
Nobel Prize for peace|1906|Theodore Roosevelt|Male|United States|1858
Nobel Prize for medicine|1970|Ulf von Euler|Male|Sweden|1905
ACM Turing Award|2017|David Andrew Patterson|Male|United States|1947
ACM Turing Award|1966|Alan Jay Perlis|Male|United States|1922
Nobel Prize for physics|1995|Martin L. Perl|Male|United States|1927
Nobel Prize for literature|1970|Alexandr Solzhenitsyn|Male|Soviet Union|1918
Nobel Prize for chemistry|1922|Francis W. Aston|Male|United Kingdom|1877
Nobel Prize for physics|2016|John Michael Kosterlitz|Male|United Kingdom|1942
Nobel Prize for medicine|1920|August Krogh|Male|Denmark|1874
Fields Medal|1954|Jean-Pierre Serre|Male|France|1926
Nobel Prize for medicine|1968|Robert W. Holley|Male|United States|1922
Nobel Prize for physics|1973|Leo Esaki|Male|Japan|1925
Nobel Prize for chemistry|1972|Christian Anfinsen|Male|United States|1916
Nobel Prize for physics|1955|Polykarp Kusch|Male|United States|1911
Nobel Prize for physics|1927|Arthur H. Compton|Male|United States|1892
Nobel Prize for medicine|1931|Otto Warburg|Male|Germany|1883
Nobel Prize for chemistry|1956|Sir Cyril Hinshelwood|Male|United Kingdom|1897
Nobel Prize for medicine|1963|Alan L. Hodgkin|Male|United Kingdom|1914
Nobel Prize for peace|2021|Dmitry Andreyevich Muratov|Male|Russia|1961
Nobel Prize for peace|1979|Mother Teresa |Female|India|1910
Nobel Prize for medicine|1975|Renato Dulbecco|Male|United States|1914
Nobel Prize for physics|2010|Andre Geim|Male|Russia|1958
Nobel Prize for medicine|1950|Philip S. Hench|Male|United States|1896
Fields Medal|2014|Artur Avila Cordeiro de Melo|Male|Brazil|1979
Nobel Prize for peace|1907|Ernesto Teodoro Moneta|Male|Italy|1833
ACM Turing Award|1994|Raj Reddy|Male|India|1937
Nobel Prize for peace|1935|Carl von Ossietzky|Male|Germany|1889
Nobel Prize for medicine|1945|Sir Alexander Fleming|Male|United Kingdom|1881
Nobel Prize for medicine|1972|Rodney R. Porter|Male|United Kingdom|1917
Nobel Prize for peace|1975|Andrei Sakharov|Male|Soviet Union|1921
Fields Medal|1970|Heisuke Hironaka|Male|Japan|1931
Nobel Prize for economics|1970|Paul A. Samuelson|Male|United States|1915
Nobel Prize for chemistry|1975|Vladimir Prelog|Male|Switzerland|1906
Nobel Prize for physics|2003|Alexei A. Abrikosov|Male|United States|1928
Nobel Prize for physics|1922|Niels Bohr|Male|Denmark|1885
Nobel Prize for peace|1934|Arthur Henderson|Male|United Kingdom|1863
Nobel Prize for medicine|2013|James E. Rothman|Male|United States|1950
Nobel Prize for chemistry|2001|Ryoji Noyori|Male|Japan|1938
Fields Medal|2018|Akshay Venkatesh|Male|Australia|1981
Nobel Prize for literature|1913|Rabindranath Tagore|Male|India|1861
Nobel Prize for physics|1981|Kai M. Siegbahn|Male|Sweden|1918
Nobel Prize for medicine|1948|Paul Müller|Male|Switzerland|1899
Nobel Prize for medicine|2005|Barry J. Marshall|Male|Australia|1951
Nobel Prize for literature|1920|Knut Hamsun|Male|Norway|1859
Nobel Prize for literature|1951|Pär Lagerkvist|Male|Sweden|1891
Nobel Prize for medicine|1974|Christian de Duve|Male|Belgium|1917
Nobel Prize for physics|1964|Charles H. Townes|Male|United States|1915
ACM Turing Award|1980|Charles Antony Richard Hoare|Male|United Kingdom|1934
Nobel Prize for chemistry|1906|Henri Moissan|Male|France|1852
Nobel Prize for physics|1954|Max Born|Male|United Kingdom|1882
Nobel Prize for peace|2000|Kim Dae-jung|Male|South Korea|1925
Nobel Prize for peace|1961|Dag Hammarskjöld|Male|Sweden|1905
Nobel Prize for medicine|2010|Robert G. Edwards|Male|United Kingdom|1925
Nobel Prize for chemistry|1986|Yuan T. Lee|Male|United States|1936
Nobel Prize for chemistry|1927|Heinrich Wieland|Male|Germany|1877
Nobel Prize for medicine|1960|Sir Frank Macfarlane Burnet|Male|Australia|1899
Nobel Prize for chemistry|2014|Eric Betzig Eric Betzig|Male|United States|1960
Nobel Prize for literature|1937|Roger Martin du Gard|Male|France|1881
Nobel Prize for medicine|1967|George Wald|Male|United States|1906
Nobel Prize for physics|2009|George E. Smith|Male|United States|1930
Nobel Prize for medicine|1947|Gerty Cori|Female|United States|1896
Nobel Prize for physics|1979|Abdus Salam|Male|Pakistan|1926
Nobel Prize for physics|1996|Robert C. Richardson|Male|United States|1937
Nobel Prize for physics|1948|Patrick M.S. Blackett|Male|United Kingdom|1897
Nobel Prize for chemistry|1936|Peter Debye|Male|Netherlands|1884
Nobel Prize for literature|1973|Patrick White|Male|Australia|1912
Nobel Prize for medicine|2017|Jeffrey C. Hall|Male|United States|1945
Nobel Prize for economics|1979|Sir Arthur Lewis|Male|United Kingdom|1915
ACM Turing Award|2020|Jeffrey David Ullman|Male|United States|1942
Nobel Prize for medicine|1954|John F. Enders|Male|United States|1897
Nobel Prize for chemistry|2010|Ei-ichi Negishi|Male|China|1935
Nobel Prize for physics|1920|Charles Edouard Guillaume|Male|Switzerland|1861
Nobel Prize for medicine|1963|Sir John Eccles|Male|Australia|1903
Nobel Prize for chemistry|1987|Donald J. Cram|Male|United States|1919
Nobel Prize for literature|1947|André Gide|Male|France|1869
Nobel Prize for physics|1928|Owen Willans Richardson|Male|United Kingdom|1879
Nobel Prize for physics|1938|Enrico Fermi|Male|Italy|1901
Nobel Prize for chemistry|2009|Venkatraman Ramakrishnan|Male|United States|1952
Nobel Prize for chemistry|1973|Ernst Otto Fischer|Male|Germany|1918
Nobel Prize for physics|1970|Louis Néel|Male|France|1904
Fields Medal|2002|Laurent Lafforgue|Male|France|1966
ACM Turing Award|2012|Shafi Goldwasser|Female|United States|1958
Nobel Prize for peace|2002|Jimmy Carter|Male|United States|1924
Nobel Prize for physics|2013|Peter W. Higgs|Male|United Kingdom|1929
Nobel Prize for medicine|1902|Ronald Ross|Male|United Kingdom|1857
Nobel Prize for physics|1954|Walther Bothe|Male|Germany|1891
Nobel Prize for medicine|1903|Niels Ryberg Finsen|Male|Denmark|1860
Nobel Prize for literature|1984|Jaroslav Seifert|Male|Czechoslovakia|1901
Fields Medal|2022|June Huh|Male|United States|1983
Nobel Prize for medicine|1936|Sir Henry Dale|Male|United Kingdom|1875
Nobel Prize for medicine|1954|Frederick C. Robbins|Male|United States|1916
Nobel Prize for physics|1927|C.T.R. Wilson|Male|United Kingdom|1869
Nobel Prize for chemistry|2002|Koichi Tanaka|Male|Japan|1959
Nobel Prize for medicine|1981|David H. Hubel|Male|United States|1926
Nobel Prize for chemistry|2019|John Bannister Goodenough|Male|United States|1922
Nobel Prize for literature|1978|Isaac Bashevis Singer|Male|United States|1904
Nobel Prize for medicine|1989|J. Michael Bishop|Male|United States|1936
Nobel Prize for physics|1939|Ernest Lawrence|Male|United States|1901
Nobel Prize for chemistry|1998|Walter Kohn|Male|United States|1923
Nobel Prize for chemistry|1967|George Porter|Male|United Kingdom|1920
Fields Medal|1986|Michael H. Freedman|Male|United States|1951
Nobel Prize for economics|2011|Thomas J. Sargent|Male|United States|1943
Nobel Prize for physics|1980|James Cronin|Male|United States|1931
Nobel Prize for economics|1971|Simon Kuznets|Male|United States|1901
ACM Turing Award|1976|Michael Oser Rabin|Male|Israel|1931
Fields Medal|1998|Curtis T. McMullen|Male|United States|1958
Nobel Prize for physics|2015|Arthur B. McDonald|Male|Canada|1943
Nobel Prize for physics|2012|David J. Wineland|Male|United States|1944
Nobel Prize for medicine|1930|Karl Landsteiner|Male|Austria|1868
ACM Turing Award|1983|Kenneth Lane Thompson|Male|United States|1943
Nobel Prize for physics|1980|Val Fitch|Male|United States|1923
Nobel Prize for literature|1961|Ivo Andric|Male|Yugoslavia|1892
Nobel Prize for literature|2017|Ishiguro Kazuo|Male|United Kingdom|1954
Nobel Prize for medicine|2019|Gregg Leonard Semenza|Male|United States|1956
Nobel Prize for economics|2004|Edward C. Prescott|Male|United States|1940
Nobel Prize for literature|1996|Wislawa Szymborska|Female|Poland|1923
Nobel Prize for physics|2010|Konstantin Novoselov|Male|Russia|1974
Fields Medal|1998|Maxim Kontsevich|Male|Russia|1964
Fields Medal|2002|Vladimir Voevodsky|Male|Russia|1966
Nobel Prize for chemistry|2000|Hideki Shirakawa|Male|Japan|1936
